chromosome,segment_number,gene_symbol,genomic_position,log2_ratio,segment_state,segment_mean_log2
1,16,OR2T29,248556912,-0.7746976204750706,loss,-0.7174029332322435
1,16,OR2T34,248573801,-0.8090521058829869,loss,-0.7174029332322435
1,16,OR2T10,248590487,-0.8417779882150038,loss,-0.7174029332322435
1,16,OR2T11,248623557,-0.8728141711475739,loss,-0.7174029332322435
1,16,OR2T35,248636356,-0.9021619249474733,loss,-0.7174029332322435
1,16,OR2T27,248649838,-0.9298485924713694,loss,-0.7174029332322435
1,16,OR14I1,248678138,-0.9561218340111521,loss,-0.7174029332322435
1,16,LYPD8,248739415,-0.9808173098045647,loss,-0.7174029332322435
1,16,SH3BP5L,248810446,-1.0041731692343305,loss,-0.7174029332322435
1,16,MIR3124,248826377,-1.0263583418779618,loss,-0.7174029332322435
1,16,ZNF672,248838210,-1.0474193654824782,loss,-0.7174029332322435
1,16,ZNF692,248850006,-1.0674646859750123,loss,-0.7174029332322435
1,16,PGBD2,248906196,-1.0866613464396297,loss,-0.7174029332322435
2,8,AGAP1,235494043,-0.30368741367373786,loss,-0.3189199847204396
2,8,AGAP1-IT1,235505539,-0.3101508849164572,loss,-0.3189199847204396
2,8,GBX2,236165236,-0.31537767845774484,loss,-0.3189199847204396
2,8,ASB18,236193459,-0.31951639439742857,loss,-0.3189199847204396
2,8,ACKR3,236567787,-0.3226893590809551,loss,-0.3189199847204396
2,8,LOC93463,237048599,-0.3250094812595482,loss,-0.3189199847204396
2,8,COPS8,237085882,-0.3266046460639113,loss,-0.3189199847204396
2,8,COL6A3,237324003,-0.32750347999650786,loss,-0.3189199847204396
2,8,MLPH,237485428,-0.3278191444110913,loss,-0.3189199847204396
2,8,MIR6811,237510931,-0.32761456974495273,loss,-0.3189199847204396
2,8,PRLH,237566574,-0.3269393691493505,loss,-0.3189199847204396
2,8,RAB17,237574322,-0.32591373167122134,loss,-0.3189199847204396
2,8,LRRFIP1,237627587,-0.32437488540310044,loss,-0.3189199847204396
2,8,RBM44,237798389,-0.3224432119637591,loss,-0.3189199847204396
2,8,RAMP1,237858893,-0.3201313655668145,loss,-0.3189199847204396
2,8,UBE2F,237966827,-0.31742620891133555,loss,-0.3189199847204396
2,8,UBE2F-SCLY,237967014,-0.31432387670832995,loss,-0.3189199847204396
2,8,SCLY,238060924,-0.31079302399072084,loss,-0.3189199847204396
2,8,ESPNL,238100340,-0.307334260727928,loss,-0.3189199847204396
2,8,KLHL30,238138668,-0.3027467083138967,loss,-0.3189199847204396
3,2,ZNF80,114234631,-0.3021822217906319,loss,-0.3144064467001292
3,2,TIGIT,114276913,-0.3089931481706411,loss,-0.3144064467001292
3,2,ZBTB20,114314500,-0.3143960066506091,loss,-0.3144064467001292
3,2,MIR568,114316475,-0.3182856271657322,loss,-0.3144064467001292
3,2,ZBTB20-AS1,114351771,-0.32060911921253227,loss,-0.3144064467001292
3,2,ZBTB20-AS5,114445521,-0.3213152053665189,loss,-0.3144064467001292
3,2,MIR4796,114743445,-0.3203401076522337,loss,-0.3144064467001292
3,2,ZBTB20-AS3,114873114,-0.3176445068530341,loss,-0.3144064467001292
3,2,ZBTB20-AS4,115100423,-0.31324262097912303,loss,-0.3144064467001292
3,2,GAP43,115623510,-0.30705590316023534,loss,-0.3144064467001292
4,2,MYL5,673580,-0.5569340516886874,loss,-0.4334893252490803
4,2,PCGF3,705748,-0.5386841464206317,loss,-0.4334893252490803
4,2,CPLX1,784957,-0.5196174363573772,loss,-0.4334893252490803
4,2,GAK,849276,-0.4997824822463308,loss,-0.4334893252490803
4,2,TMEM175,932387,-0.4792427094471692,loss,-0.4334893252490803
4,2,DGKQ,958887,-0.4580761697960036,loss,-0.4334893252490803
4,2,SLC26A1,979073,-0.43637496878723314,loss,-0.4334893252490803
4,2,IDUA,986997,-0.4142368645403366,loss,-0.4334893252490803
4,2,FGFRL1,1009936,-0.39175652678466993,loss,-0.4334893252490803
4,2,RNF212,1056250,-0.3691125332558105,loss,-0.4334893252490803
4,2,LOC105374344,1113612,-0.3464028747368697,loss,-0.4334893252490803
4,2,TMED11P,1115263,-0.3237900145802496,loss,-0.4334893252490803
4,2,SPON2,1166932,-0.30135044959667373,loss,-0.4334893252490803
4,6,NUDT9,87422573,-0.30019464218620007,loss,-0.3503592022036453
4,6,SPARCL1,87473335,-0.30926012459301694,loss,-0.3503592022036453
4,6,DSPP,87608529,-0.31794855387250537,loss,-0.3503592022036453
4,6,DMP1,87650280,-0.3262271868829643,loss,-0.3503592022036453
4,6,IBSP,87799554,-0.33403231410313095,loss,-0.3503592022036453
4,6,MEPE,87821398,-0.3413266359587897,loss,-0.3503592022036453
4,6,SPP1,87975667,-0.34806667622721793,loss,-0.3503592022036453
4,6,PKD2,88007635,-0.3542200347029226,loss,-0.3503592022036453
4,6,ABCG2,88090150,-0.3597524005016207,loss,-0.3503592022036453
4,6,PPM1K,88257620,-0.3646521077705027,loss,-0.3503592022036453
4,6,HERC6,88378739,-0.368873561087835,loss,-0.3503592022036453
4,6,HERC5,88457119,-0.37240512771400147,loss,-0.3503592022036453
4,6,PIGY,88520998,-0.3752374785401967,loss,-0.3503592022036453
4,6,PYURF,88520998,-0.37738517699386,loss,-0.3503592022036453
4,6,HERC3,88592434,-0.37879606576811614,loss,-0.3503592022036453
4,6,NAP1L5,88695913,-0.37948922278710046,loss,-0.3503592022036453
4,6,FAM13A-AS1,88708622,-0.3794625784928329,loss,-0.3503592022036453
4,6,FAM13A,88725955,-0.3787641940207192,loss,-0.3503592022036453
4,6,TIGD2,89111533,-0.3773496683652718,loss,-0.3503592022036453
4,6,GPRIN3,89236383,-0.3752617416315318,loss,-0.3503592022036453
4,6,SNCA,89700345,-0.3725383112207892,loss,-0.3503592022036453
4,6,SNCA-AS1,89836394,-0.36919558203902586,loss,-0.3503592022036453
4,6,MMRN1,89879532,-0.3652660991441918,loss,-0.3503592022036453
4,6,CCSER1,90127394,-0.36077062485285993,loss,-0.3503592022036453
4,6,LNCPRESS2,92240911,-0.35577545910425223,loss,-0.3503592022036453
4,6,GRID2,92303966,-0.3503138910474712,loss,-0.3503592022036453
4,6,ATOH1,93828753,-0.34442216945137416,loss,-0.3503592022036453
4,6,SMARCAD1,94207611,-0.33816053300371296,loss,-0.3503592022036453
4,6,HPGDS,94298535,-0.33161197030652584,loss,-0.3503592022036453
4,6,PDLIM5,94451857,-0.324556087620411,loss,-0.3503592022036453
4,6,BMPR1B,94757955,-0.3174460954551179,loss,-0.3503592022036453
4,6,UNC5C,95162504,-0.310209277964201,loss,-0.3503592022036453
4,6,PDHA2,95840093,-0.3028820793100255,loss,-0.3503592022036453
5,4,ARHGEF28,73626158,-0.30038480484429964,loss,-0.3384023545274622
5,4,LINC01331,74111690,-0.30603043438806904,loss,-0.3384023545274622
5,4,LINC01333,74321293,-0.3117758781345357,loss,-0.3384023545274622
5,4,ENC1,74627406,-0.31755935588245643,loss,-0.3384023545274622
5,4,HEXB,74640023,-0.3232460398445221,loss,-0.3384023545274622
5,4,GFM2,74721206,-0.32889925510466295,loss,-0.3384023545274622
5,4,NSA2,74766991,-0.3343997245311568,loss,-0.3384023545274622
5,4,FAM169A,74777574,-0.33966891006404853,loss,-0.3384023545274622
5,4,GCNT4,75025346,-0.3446305259659565,loss,-0.3384023545274622
5,4,ANKRD31,75068275,-0.34919684937781514,loss,-0.3384023545274622
5,4,HMGCR,75336329,-0.3532568893714428,loss,-0.3384023545274622
5,4,POLK,75511845,-0.35672391109992246,loss,-0.3384023545274622
5,4,ANKDD1B,75611182,-0.3595103291505062,loss,-0.3384023545274622
5,4,POC5,75674124,-0.3615141217291637,loss,-0.3384023545274622
5,4,SV2C,76083383,-0.3625398863305619,loss,-0.3384023545274622
5,4,IQGAP2,76403285,-0.3626666104686075,loss,-0.3384023545274622
5,4,LOC101929109,76606608,-0.36175627268003185,loss,-0.3384023545274622
5,4,F2RL2,76615482,-0.3597311749812442,loss,-0.3384023545274622
5,4,F2R,76716126,-0.3565231791597889,loss,-0.3384023545274622
5,4,F2RL1,76818933,-0.3521337762289441,loss,-0.3384023545274622
5,4,S100Z,76850001,-0.3465448192603453,loss,-0.3384023545274622
5,4,CRHBP,76953045,-0.3397759024332007,loss,-0.3384023545274622
5,4,AGGF1,77029251,-0.33186419706445563,loss,-0.3384023545274622
5,4,ZBED3,77072072,-0.32290575173775526,loss,-0.3384023545274622
5,4,SNORA47,77080434,-0.3129891431365731,loss,-0.3384023545274622
5,4,ZBED3-AS1,77086688,-0.3022334747439505,loss,-0.3384023545274622
5,6,ERAP2,96875986,-0.30139822372852276,loss,-0.3540527234174298
5,6,LNPEP,96935394,-0.31584432277390195,loss,-0.3540527234174298
5,6,LIX1,97091867,-0.32928901954392953,loss,-0.3540527234174298
5,6,RIOK2,97160867,-0.34158980323461474,loss,-0.3540527234174298
5,6,LINC01340,97504589,-0.352622499585852,loss,-0.3540527234174298
5,6,LINC01846,97985491,-0.36221766034248615,loss,-0.3540527234174298
5,6,RGMB,98768650,-0.3703159016201211,loss,-0.3540527234174298
5,6,RGMB-AS1,98769618,-0.37681013739719066,loss,-0.3540527234174298
5,6,CHD1,98853985,-0.3816384545214302,loss,-0.3540527234174298
5,6,LOC100289230,98928530,-0.3847442726575565,loss,-0.3540527234174298
5,6,LINC02113,99410345,-0.3861036515608102,loss,-0.3540527234174298
5,6,FAM174A,100535338,-0.3857360789953889,loss,-0.3540527234174298
5,6,ST8SIA4,100806933,-0.38365958545235657,loss,-0.3540527234174298
5,6,MIR548P,100816482,-0.3799377341317093,loss,-0.3540527234174298
5,6,SLCO4C1,102233986,-0.37505341013264865,loss,-0.3540527234174298
5,6,SLCO6A1,102371774,-0.368131663040947,loss,-0.3540527234174298
5,6,LINC00492,102581368,-0.3598305908530954,loss,-0.3540527234174298
5,6,LINC00491,102604220,-0.35028000961010125,loss,-0.3540527234174298
5,6,PAM,102753981,-0.339540198907464,loss,-0.3540527234174298
5,6,GIN1,103086000,-0.3277682248165486,loss,-0.3540527234174298
5,6,PPIP5K2,103120149,-0.3150667564491927,loss,-0.3540527234174298
5,6,LINC02115,103528434,-0.30158171582758797,loss,-0.3540527234174298
7,4,MINDY4,30771417,-0.30555565278148017,loss,-0.34858833952307694
7,4,AQP1,30911853,-0.3173822010576021,loss,-0.34858833952307694
7,4,GHRHR,30938669,-0.3284991767086529,loss,-0.34858833952307694
7,4,ADCYAP1R1,31052308,-0.3387611185999926,loss,-0.34858833952307694
7,4,NEUROD6,31337465,-0.34802340630351597,loss,-0.34858833952307694
7,4,PPP1R17,31687215,-0.35619916170720567,loss,-0.34858833952307694
7,4,PDE1C,31751179,-0.36309787178974284,loss,-0.34858833952307694
7,4,LSM5,32485338,-0.3686185722629158,loss,-0.34858833952307694
7,4,AVL9,32495426,-0.37263615542860573,loss,-0.34858833952307694
7,4,DPY19L1P1,32580949,-0.37505380686234424,loss,-0.34858833952307694
7,4,ZNRF2P1,32728569,-0.37578076370072006,loss,-0.34858833952307694
7,4,MIR550A2,32732981,-0.37474875596299667,loss,-0.34858833952307694
7,4,MIR550B2,32732981,-0.37192397298589075,loss,-0.34858833952307694
7,4,LINC00997,32760279,-0.36725293337848536,loss,-0.34858833952307694
7,4,DPY19L1P2,32812757,-0.36076602398877966,loss,-0.34858833952307694
7,4,KBTBD2,32868172,-0.3525066116872873,loss,-0.34858833952307694
7,4,RP9P,32916810,-0.3427051280818042,loss,-0.34858833952307694
7,4,FKBP9,32957404,-0.3311005861435799,loss,-0.34858833952307694
7,4,NT5C3A,33014113,-0.31788976918554923,loss,-0.34858833952307694
7,4,RP9,33094797,-0.30326512184438775,loss,-0.34858833952307694
7,8,ZNF680,64519878,-0.3147398791661086,loss,-0.40336431699932335
7,8,ZNF107,64666099,-0.33249681821931804,loss,-0.40336431699932335
7,8,MIR6839,64679064,-0.34912285358847195,loss,-0.40336431699932335
7,8,ZNF138,64794388,-0.36458647196024085,loss,-0.40336431699932335
7,8,ZNF273,64870172,-0.378804600684949,loss,-0.40336431699932335
7,8,ZNF117,64970663,-0.3917669431617409,loss,-0.40336431699932335
7,8,ERV3-1,64990356,-0.40344539854684547,loss,-0.40336431699932335
7,8,CCT6P3,65064999,-0.41384624201679526,loss,-0.40336431699932335
7,8,SNORA22C,65065999,-0.4229983510867834,loss,-0.40336431699932335
7,8,SNORA15B-1,65070538,-0.43087235315812233,loss,-0.40336431699932335
7,8,INTS4P1,65141241,-0.43758400320436897,loss,-0.40336431699932335
7,8,ZNF92,65373799,-0.44314121612312857,loss,-0.40336431699932335
7,8,INTS4P2,65647823,-0.44760872583932537,loss,-0.40336431699932335
7,8,CCT6P1,65751024,-0.4510385616043318,loss,-0.40336431699932335
7,8,SNORA22,65755526,-0.453505714942886,loss,-0.40336431699932335
7,8,SNORA15B-2,65760052,-0.45506695317772716,loss,-0.40336431699932335
7,8,VKORC1L1,65873074,-0.4558108304765332,loss,-0.40336431699932335
7,8,GUSB,65960684,-0.4558067833501103,loss,-0.40336431699932335
7,8,ASL,66075800,-0.45513432500205975,loss,-0.40336431699932335
7,8,CRCP,66114604,-0.45387175118367395,loss,-0.40336431699932335
7,8,TPST1,66205317,-0.45211426156102447,loss,-0.40336431699932335
7,8,LINC00174,66376044,-0.4499016317414218,loss,-0.40336431699932335
7,8,KCTD7,66628881,-0.4473429331693293,loss,-0.40336431699932335
7,8,LOC100996437,66654485,-0.4444864365474235,loss,-0.40336431699932335
7,8,RABGEF1,66682164,-0.4414463717997559,loss,-0.40336431699932335
7,8,GTF2IRD1P1,66809993,-0.4382651026363298,loss,-0.40336431699932335
7,8,GTF2IP23,66880708,-0.43501922172348706,loss,-0.40336431699932335
7,8,TMEM248,66921225,-0.4317762681075914,loss,-0.40336431699932335
7,8,SBDS,66987680,-0.4285959023966678,loss,-0.40336431699932335
7,8,TYW1,66995173,-0.42553052578584727,loss,-0.40336431699932335
7,8,MIR4650-1,67114322,-0.42264212247721805,loss,-0.40336431699932335
7,8,PMS2P4,67295608,-0.4199614572310515,loss,-0.40336431699932335
7,8,STAG3L4,67302596,-0.41752657923842873,loss,-0.40336431699932335
7,8,AUTS2,69598296,-0.41536416152316935,loss,-0.40336431699932335
7,8,GALNT17,71132144,-0.4134835087886659,loss,-0.40336431699932335
7,8,MIR3914-1,71307672,-0.4118897973005468,loss,-0.40336431699932335
7,8,MIR3914-2,71307674,-0.41062537794865933,loss,-0.40336431699932335
7,8,CALN1,71779491,-0.40964714918641426,loss,-0.40336431699932335
7,8,TYW1B,72558744,-0.40897626218461663,loss,-0.40336431699932335
7,8,MIR4650-2,72697903,-0.40848215876618926,loss,-0.40336431699932335
7,8,SBDSP1,72829656,-0.40823472900856106,loss,-0.40336431699932335
7,8,SPDYE7P,72863903,-0.4081599656422916,loss,-0.40336431699932335
7,8,POM121,72879349,-0.40825332506821604,loss,-0.40336431699932335
7,8,NSUN5P2,72947581,-0.4083608743449333,loss,-0.40336431699932335
7,8,TRIM74,72959485,-0.4085076488965638,loss,-0.40336431699932335
7,8,STAG3L3,72998027,-0.40864018050102197,loss,-0.40336431699932335
7,8,PMS2P7,73005541,-0.4086977661873435,loss,-0.40336431699932335
7,8,SPDYE11,73047862,-0.40873861705597253,loss,-0.40336431699932335
7,8,GTF2IP4,73154938,-0.40848897671005413,loss,-0.40336431699932335
7,8,NCF1B,73220646,-0.4080370631630463,loss,-0.40336431699932335
7,8,NSUN5,73302516,-0.40734481316346927,loss,-0.40336431699932335
7,8,TRIM50,73312536,-0.40638885810522274,loss,-0.40336431699932335
7,8,FKBP6,73328161,-0.4051242231692484,loss,-0.40336431699932335
7,8,FZD9,73433778,-0.40353830492819115,loss,-0.40336431699932335
7,8,BAZ1B,73440406,-0.40162837687710823,loss,-0.40336431699932335
7,8,BCL7B,73536356,-0.3993376034717724,loss,-0.40336431699932335
7,8,TBL2,73567537,-0.39668700571936455,loss,-0.40336431699932335
7,8,MLXIPL,73593194,-0.39366635757882784,loss,-0.40336431699932335
7,8,VPS37D,73667831,-0.3902903599551407,loss,-0.40336431699932335
7,8,DNAJC30,73680918,-0.3865496880165102,loss,-0.40336431699932335
7,8,BUD23,73683597,-0.38243588425583164,loss,-0.40336431699932335
7,8,STX1A,73699206,-0.37797618858390886,loss,-0.40336431699932335
7,8,MIR4284,73711317,-0.37315460000810813,loss,-0.40336431699932335
7,8,ABHD11,73736094,-0.3679884752331259,loss,-0.40336431699932335
7,8,CLDN3,73768997,-0.3624788138879986,loss,-0.40336431699932335
7,8,CLDN4,73799542,-0.35665657690307756,loss,-0.40336431699932335
7,8,METTL27,73834590,-0.35031671062770114,loss,-0.40336431699932335
7,8,TMEM270,73861159,-0.34383231071881004,loss,-0.40336431699932335
7,8,ELN,74027789,-0.33704220850650357,loss,-0.40336431699932335
7,8,LIMK1,74082933,-0.32995901008843564,loss,-0.40336431699932335
7,8,EIF4H,74174231,-0.32261730845644077,loss,-0.40336431699932335
7,8,MIR590,74191198,-0.31500390007530815,loss,-0.40336431699932335
7,8,LAT2,74199652,-0.3071324094351366,loss,-0.40336431699932335
7,10,STEAP2-AS1,89882353,-0.3164183712842029,loss,-0.3709189292743126
7,10,DPY19L2P4,90119539,-0.33177517191486133,loss,-0.3709189292743126
7,10,STEAP1,90154456,-0.3453772314030402,loss,-0.3709189292743126
7,10,STEAP2,90167590,-0.3572984737993772,loss,-0.3709189292743126
7,10,CFAP69,90245174,-0.36762969410230467,loss,-0.3709189292743126
7,10,GTPBP10,90335223,-0.3764643026710681,loss,-0.3709189292743126
7,10,CLDN12,90383721,-0.38387303416234947,loss,-0.3709189292743126
7,10,CDK14,90466424,-0.3900285703597693,loss,-0.3709189292743126
7,10,FZD1,91264433,-0.39503086042119767,loss,-0.3709189292743126
7,10,MTERF1,91692008,-0.3989725136649861,loss,-0.3709189292743126
7,10,AKAP9,91940840,-0.4019551269674058,loss,-0.3709189292743126
7,10,CYP51A1,92084987,-0.4040895374824071,loss,-0.3709189292743126
7,10,CYP51A1-AS1,92134563,-0.4054307452208278,loss,-0.3709189292743126
7,10,LRRD1,92141643,-0.4060841685837916,loss,-0.3709189292743126
7,10,KRIT1,92197498,-0.40611837275516155,loss,-0.3709189292743126
7,10,MIR1285-1,92204015,-0.40563223785714697,loss,-0.3709189292743126
7,10,ANKIB1,92245974,-0.40464281302121063,loss,-0.3709189292743126
7,10,TMBIM7P,92412550,-0.4032205152228656,loss,-0.3709189292743126
7,10,GATAD1,92447482,-0.4014175176969523,loss,-0.3709189292743126
7,10,ERVW-1,92468380,-0.3992723606997188,loss,-0.3709189292743126
7,10,PEX1,92487020,-0.39681570602136024,loss,-0.3709189292743126
7,10,RBM48,92528773,-0.39407787432518926,loss,-0.3709189292743126
7,10,FAM133B,92560758,-0.3910826048719745,loss,-0.3709189292743126
